gvkey,GroupCount,mean_V,median_V,mode_V,std_V,min_V,max_V,skewness_V,kurtosis_V
5643,689,35596.7790530148,35046.2037243675,28605.7832519713,2828.28857413945,28605.7832519713,42600.2233628877,0.233962393096418,2.81157465433999
5650,4869,276852.997784301,283267.46401316,90385.4115071765,87467.4498540241,90385.4115071765,458748.071085975,-0.365951499713617,2.53754227303647
5680,4787,134784.589004042,104282.695753428,47956.7488084634,70864.8416272438,47956.7488084634,358243.397495166,1.084441953838,3.21009924443264
5691,733,112081.337848103,111398.318939396,95396.2374279774,6506.40549070851,95396.2374279774,128148.181391165,0.036099944257111,2.52306586098895
5723,263,17183.4996321174,17576.563444381,11840.1493477329,1976.27453733373,11840.1493477329,20279.2102933952,-0.707189557807415,2.79280988493438
5742,4492,18503.0925018115,18195.0171549724,11853.4174020743,4672.279493222,11853.4174020743,30632.768529986,0.653555195903664,2.54458782052453
5750,1722,2363.14071089581,1949.11315277153,1269.31402901947,1025.40800906108,1269.31402901947,5666.33941293441,1.30060368596034,3.71907566708223
5783,1413,4329.71669254942,4255.9008553181,3183.42944229044,640.693331576288,3183.42944229044,5976.32309018189,0.25923524771343,2.0790262548074
5860,266,15250.0146508903,15412.5981934389,13108.9673966887,811.026356699427,13108.9673966887,16974.0409955936,-0.394484141910545,2.48569045640821
5862,1703,3525.63091029864,3674.39837720575,1945.57141734792,637.465407242044,1945.57141734792,4768.23608705858,-0.662505731384529,2.62833525543105
5878,1389,29012.8887979708,29390.5671158415,26574.7458865712,3494.26430706117,19285.2594454556,36994.7844558278,-0.329173372311043,2.94406993156229
5959,434,18306.3809090934,18476.4799409551,13491.0341670234,1792.05702459312,13491.0341670234,21932.7136237203,-0.42497728686128,2.89132288036173
6008,2699,140383.571637684,137318.280397864,96732.5322019058,26544.8221966141,76993.6945294092,232113.105163157,0.658676275607613,4.14505833986825
6034,459,1193.0270526668,1208.34353682133,1282.66421904545,180.854380418803,855.705606057182,1542.6716160824,-0.0595967956075308,1.94780239068931
6066,4872,220641.575170561,213286.336925821,140551.577712895,34508.1898272111,140551.577712895,312497.463586748,0.728659513912455,2.82059861126528
6078,1516,4566.23000357912,4537.94955890877,3191.94371311465,519.326821991271,3191.94371311465,5818.70341004051,0.0153372295758883,2.93220492251912
6081,1874,8897.74553007913,8623.74514938222,4850.71311505952,2026.24785992196,4850.71311505952,14714.0133504149,0.407792077399221,2.61539396675477
6097,1738,11497.1198145935,12119.9858416097,4166.71833610293,3468.12125476427,4166.71833610293,17938.0600800516,-0.325123971673453,1.95628835651257
6104,4872,30864.511998414,32603.748570485,15131.6556358724,5792.24030511419,15131.6556358724,43455.107059589,-0.56821113371917,2.34771707035563
6135,1743,19484.5615012516,18862.0904825991,10320.966165624,5914.58534205927,10320.966165624,33427.8333831009,0.280277979518032,2.31302482910955
6136,4683,14582.4573828651,14001.1225277015,12764.3110571323,2687.55153694086,9279.38888384388,21634.8370902314,0.21325822552128,2.0180085622629
6266,3031,223593.12164643,207942.307032929,139382.127311242,49237.1533840062,139382.127311242,347264.896219996,1.13551550139731,3.03442840241428
6268,937,51378.9716942391,51347.4598069996,33817.9396429825,6050.16321109877,33817.9396429825,68486.7288624538,-0.479637721396338,3.12037628664123
6307,402,12553.6215817059,10649.2559445337,6972.11128645028,6261.79107808422,6972.11128645028,30062.6570320602,1.83507838631416,5.14187204578251
6334,517,5526.71247110132,5526.4745003736,3996.38809047854,465.969246066797,3996.38809047854,6257.237064224,-0.53577476524269,3.25279647578026
6335,343,3503.24711791608,3608.23154685352,2086.92099694337,435.285170142063,2086.92099694337,4352.92816328877,-1.29432249693985,4.65619481398228
6338,1661,4671.7218471096,4634.2594882108,3986.49634418151,601.210928709676,3759.10489489862,6283.59575612401,0.482350860405272,2.38339719424416
6375,3506,25291.4144909183,25277.8912878952,13397.6436575968,4451.91989315765,13397.6436575968,39659.6477600912,0.519752886930738,3.48116078107264
6435,2163,35176.1786375526,35330.4025987478,26802.902915763,2866.04004527831,26802.902915763,40618.2329589067,-0.418204266772884,2.48418545076257
6494,4470,46730.7100707547,35693.0878759299,16520.0832223884,27592.1887012445,16520.0832223884,144813.357490577,1.68228727759117,4.96956069229325
6502,3700,30396.4429454241,27788.8842801876,19377.6313681359,8313.46565286588,19377.6313681359,60767.1656907286,1.92469793252799,6.08922642342625
6506,3505,71709.0712661864,64963.4234153351,21338.8296522398,26808.3600565903,21338.8296522398,140697.865014106,0.279498837687773,1.9358172389032
6512,737,19877.4055017484,20140.1698142705,15187.5518480343,1790.64172633823,15187.5518480343,24443.1378473125,-0.176515998813734,2.76355973090515
6529,399,4364.32596138335,4523.72108479702,2806.94502755101,667.989390408075,2806.94502755101,5545.97466764505,-0.547827980439224,2.3298208743206
6649,1772,5033.4992245183,5223.28135618524,2613.53604324028,1035.00840549603,2613.53604324028,7206.56649297464,-0.0516869360038029,2.1634345843502
6653,1984,11150.7415054745,10732.966888618,5449.69193896777,3579.40772455031,5449.69193896777,20030.9309441712,0.50436667680287,2.20988912320905
6669,4535,12064.5025196435,10819.7962371258,2924.01293587325,6724.1450833404,2924.01293587325,32081.6697967074,0.942491794744635,3.09641094846894
6730,2722,70283.9194351915,70566.6243867039,44257.7691037195,13074.4466008276,44257.7691037195,105287.934642545,0.337522192493591,2.58476371335196
6733,2537,11543.1104016691,11224.8423456329,5163.07914679877,3063.32642660882,5163.07914679877,19232.3274861531,0.550824346969865,2.94833863936868
6742,2063,75496.9482590614,74236.966930403,47092.9613073379,19557.6482946082,47092.9613073379,105081.922622313,0.0528667135800734,1.38577392214477
6768,2448,3531.51335281776,3940.3321670245,1134.55145768565,1493.8911329642,1134.55145768565,5839.96120715654,-0.325755478326346,1.55497331775734
6771,1290,15956.0170907396,16039.9671021054,11080.6427895939,2567.66725036679,11080.6427895939,21136.8624846739,0.31102762281757,2.21472305902017
6774,3702,52110.8645858251,50098.3295383029,30642.3311584997,14931.8391237708,30642.3311584997,96295.3592100525,1.00795643892114,3.48598255076907
6781,4827,44381.9525184412,43706.0861110633,34581.2781242109,3864.25542868463,34581.2781242109,58899.7661907551,1.35137825261077,5.49744182746626
6821,3641,2584.47502571813,2741.40103500223,680.545736547653,824.723130752112,680.545736547653,4172.57615462611,-0.134647050297929,1.99886926604937
6829,3603,51309.4813653422,48563.1510328323,24573.5374566229,12777.3120307485,24573.5374566229,89800.138930235,1.03815414200815,4.03789620797654
6865,871,2867.06055844706,2625.91067053933,1914.94931649397,590.266298467628,1914.94931649397,4397.0017035172,0.454728560374342,1.880288823921
6946,3231,17026.3397606699,14034.9267536337,6146.52973545003,7433.02782335416,6146.52973545003,33687.4230942665,0.74329614878215,2.18125802926446
6972,1609,4476.08066563145,4581.58515952246,1796.54652210161,1369.84959909409,1796.54652210161,8945.05290887496,0.294728832805832,2.79256239417318
7017,3256,33737.8092133121,34867.674972593,12724.3541201592,11645.2331614362,12724.3541201592,58033.2131630347,0.0224222526568813,2.33740112234151
7063,1148,11875.2367459878,12059.9993323436,5025.99177497239,3095.02287082044,5025.99177497239,18523.5335856825,-0.151838465056442,2.41377880790999
7065,4164,33467.4227707609,27221.1044041796,15550.7756144105,15001.96678921,15550.7756144105,75048.6162866728,1.10373998912087,3.28375212023797
7085,3647,12952.4483879673,12803.1969992047,5287.6040719988,3624.29238584815,5287.6040719988,21496.5363715476,0.176876863445696,2.04753024355611
7114,2977,61725.3699897077,59191.6847279233,44047.6834067667,8933.89780270102,44047.6834067667,91039.8916507024,1.00474531246961,3.7572215087413
7116,4846,10427.0754910836,10022.4169666067,5560.10535042202,2661.19579858073,5560.10535042202,18766.4700617579,0.851877710036862,3.47353889976425
7154,4849,92702.2142820595,89891.9976788299,23710.3767091365,43749.8715666702,23710.3767091365,204233.21275675,0.507750409604073,2.43911606130561
7163,1304,18337.2091069958,18562.8569942677,9106.83355878841,5027.37587429845,9106.83355878841,27999.1722853762,0.110995235402388,1.86109065768115
7171,4872,46005.2010637568,37158.05300475,13483.6684315308,23609.3224738625,13483.6684315308,95051.0292687181,0.378072449081726,1.6890822351996
7186,1713,27387.6060766138,29142.5101369538,11920.9948215764,7072.53462306699,11920.9948215764,40059.0184377707,-0.358069090322981,2.12289970165533
7228,4567,86988.4377460533,65847.6958315776,33899.6897778895,41404.1762409368,33899.6897778895,186555.249662285,0.810253616917523,2.00656909610324
7257,2011,115518.74840232,114121.645120066,64409.1663941059,31140.2264869358,64409.1663941059,200574.356974701,0.541812892853554,2.40691829512648
7267,1956,583985.084564067,546646.888213226,365972.304369126,185630.537164503,365972.304369126,945209.950073985,0.645148363903042,2.05542459412795
7343,487,10143.3756567306,10769.142199802,4380.18835468502,2134.47691971272,4380.18835468502,13471.3953349467,-1.28467711929653,3.90974951117005
7366,1665,29679.4251279981,30083.7438448334,22379.5195581433,4178.33974805346,22379.5195581433,38988.7776617417,0.284459929439035,2.16348924261348
7435,2546,64978.0840811347,66459.5198301362,39591.09503609,8039.06922570643,39591.09503609,84465.51414851,-0.493984230842885,2.8149432122274
7471,4863,530692.157631822,573712.862655128,174223.83174885,181004.961012569,174223.83174885,1062935.13966993,-0.322842748546229,2.65675846283255
7647,3653,1806828.62518029,1822614.77406637,1212941.71505931,253312.906239466,1212941.71505931,2463641.28981149,-0.160910548733124,3.01877013910807
7652,824,27075.3768161193,26625.7372925531,23153.0482867329,2177.53704825282,23153.0482867329,34198.4162517107,0.877527929100195,3.46452650276053
7733,1396,4844.72153861197,4769.82215591225,3564.2514634106,783.06168854021,3564.2514634106,6561.76151907971,0.237077305351827,1.88637921850466
7750,2850,10961.7127687248,8708.60806456355,5271.85968163513,6191.02791226452,5271.85968163513,30798.0486052363,1.84465277148592,5.30031583787701
7769,532,11058.0262866477,10874.7983090092,9948.43554962323,836.608855523721,9948.43554962323,13204.5832553921,1.18158759982327,3.70980817638032
7824,1198,5789.4179240682,5984.78571197003,4333.24392982464,1152.68062332111,3861.13389735363,7626.85688139826,-0.241116589071505,1.58349964316422
7866,2672,3471.86490153242,3050.27023743885,3081.97286561155,1072.37160814597,2246.58226932914,7433.085899843,1.36122170627906,3.82513629870072
7875,3747,10171.2371650667,10013.1965855358,4917.19429940811,2216.99887055891,4917.19429940811,24215.9268601394,0.86645388573963,6.0856278144827
7881,937,24785.6565126457,24194.0862782827,13752.0325723556,4141.09849276405,13752.0325723556,35564.0647631429,0.507975081124205,3.07445195956324
7906,4696,50651.4862618096,36372.3412952585,8749.0650416084,38473.8285371994,8749.0650416084,190460.48638768,1.01335201957489,3.26341280221976
7908,4857,100946.377991283,98293.3575673811,49001.1429263684,38447.1926170011,49001.1429263684,181032.558336706,0.475058721984639,1.91936675244426
7912,907,14885.2442102277,14575.7971352787,10251.728871278,2204.38032636931,10251.728871278,21824.7532168801,0.765709438732567,3.76396038832008
7922,3702,11423.6493036496,11770.3641282882,4299.85629837947,4666.33123185902,3685.17864940755,20467.8914263324,-0.09813429099339,1.89045813729883
7923,4872,33935.2916198275,32278.8913832511,12860.898575533,13900.8510309176,12860.898575533,75308.0759466332,0.591976445839126,2.76769187033308
7974,1900,13191.2262339845,13115.1275689224,11811.4711694379,652.250038401514,11811.4711694379,14975.8687187188,0.412560478769465,2.68621097672734
7980,2002,21334.6030831754,20754.6736050751,5903.38268338363,8833.22779595401,5903.38268338363,63812.7704388356,1.32143540678787,6.70883941890931
7985,2299,50269.3148609642,47006.3632231825,23224.1695808324,18568.9021913182,23224.1695808324,85434.2481065587,0.18247308139045,1.68099471299894
7991,1305,6610.89068490691,5708.69214325818,10991.0729517845,2428.40721996185,3435.98302911567,12114.3684603491,0.554936845686818,1.96977234413573
8007,496,492049.180345955,484864.360660216,322542.136159253,194902.918097215,322542.136159253,1155918.36318911,2.16706333213246,7.7700166229845
8030,2558,15161.4284888366,17024.063824036,3894.7973331674,5597.50142895319,3894.7973331674,29179.4744344557,-0.548906226503684,2.4271424607438
8068,3584,58928.2610078834,65109.2161134186,36070.3239371195,27350.7216560091,15016.2918349197,108996.701668312,-0.275431743563659,1.70443576459314
8099,981,28574.9846467233,28719.3388361722,23641.2786801462,2241.93281691637,23641.2786801462,35939.7282881379,0.0820320215494028,2.35050143381399
8123,2793,2187.32290715376,2123.49478578116,1235.91997506222,453.436244745551,1235.91997506222,3395.62285352289,0.331493545003322,2.71225893956377
8133,1581,6029.2181987934,5453.09778111692,5155.75170353327,1554.34364233829,3898.99405064221,10806.889930225,1.19246255497035,3.69809602685729
8151,2258,7682.27293256622,8716.02255609538,3664.23372876713,2424.71496269083,3664.23372876713,11685.9272643751,-0.291846996904722,1.50736765713313
8210,1125,2943.28530539588,3080.99648511816,1684.96949605855,584.784619414968,1684.96949605855,4058.57960937528,-0.489399299807496,2.00152772352775
8214,1612,6339.39866875799,6300.15138609207,3485.66660421449,1440.34238669928,3485.66660421449,13337.6396905853,1.90761301703477,9.72198300555633
8215,374,9734.22808627853,9278.58921415531,5927.66960347953,1852.819929924,5927.66960347953,13542.0541638703,0.237321843445863,2.12940818101928
8240,1678,6241.15273902322,6101.46562144384,4705.30949251836,782.317639661301,4705.30949251836,8162.13468704731,0.637887954150444,2.61489227252744
8245,628,96974.4555524833,72750.6780171645,62092.6091846316,47685.6619371575,62092.6091846316,250520.46040571,2.19920524721471,7.21824922123006
8247,4754,23853.3731432704,19897.4452456386,10909.9932870979,9785.811294208,10909.9932870979,43992.4128207163,0.303614031789378,1.42664437640664
8253,1619,21649.8917734482,20726.7699901839,20912.0633432309,4431.43557020048,8686.64752179423,33005.7626209875,0.245650828740346,2.68868082448491
8264,735,32596.6943006554,32750.6725713965,28640.9863181319,1635.53542116101,28640.9863181319,36597.0770880431,-0.144770954940696,2.91284634075548
8272,3406,27395.1779515585,26058.3320169506,16083.2525505527,7681.71617739262,13599.3093283287,44114.8843861596,0.359197036642162,2.3511380890431
8290,340,5353.78229211142,5310.55614425453,4662.22731717302,345.947218489533,4662.22731717302,6266.56169787307,0.717233430643174,3.27181924895182
8304,1504,4782.93623983792,4562.71687505251,3239.71563035609,831.124024445095,3239.71563035609,6890.48694758802,0.375581862818882,1.99220035385195
8357,388,1118.12719292963,1189.14298427477,489.317459964373,306.365377822785,489.317459964373,1639.77205795277,-0.416201759410947,2.17384479771985
8358,1996,11184.686504456,11052.1283025533,6327.32186502373,2646.26222113639,6327.32186502373,17801.2582177533,0.200640707842986,2.25090750607517
8431,3331,17870.4009111239,15740.1857227758,10423.9367067728,5466.94043539865,10423.9367067728,30071.9043520851,0.75364229907601,2.47869226135373
8455,1791,20761.34390841,20785.5197331496,13309.6861466999,4113.88740465116,13309.6861466999,29227.2320621373,0.153442526910344,2.10752735543557
8463,2610,9824.89133474418,5901.24989873291,2584.74666942516,5617.6403885125,2584.74666942516,19931.0625668133,0.162918539180065,1.20121400762659
8475,1875,1587.47119942145,1642.18460886841,949.941535636584,334.597527127831,949.941535636584,2722.84556218559,0.439736789834235,3.3718461067608
8479,2780,109024.993715109,107454.404033208,83917.9125374553,19914.001200022,67640.6227390537,158248.758584908,0.175653632174162,2.25086495496018
8530,3848,241248.160236666,249111.41141573,119075.026758809,44358.6284043182,119075.026758809,333651.995496204,-0.503362058090275,2.6312396650933
8539,1500,57538.5263156878,54613.4947710183,40704.6048015874,9437.81641630526,40704.6048015874,80730.2167338884,0.755809770760809,2.49039016176916
8543,487,95637.7496313858,63182.6594473783,49637.6369070294,53585.7331262477,49637.6369070294,227344.067440014,0.905984245563715,1.99062248158982
8544,3163,14324.8169843566,13869.8566307091,6936.30442072869,3438.72264588013,6936.30442072869,22028.1787886073,-0.027352758358517,2.39819688646793
8546,3028,47861.1659498999,47940.0132211504,29452.8000709849,8719.77796700988,29452.8000709849,67898.6484261852,0.131166082107933,2.19254824126613
8549,1071,117549.163496049,128178.334116702,30948.9310759583,52104.2392217244,30948.9310759583,208148.866387638,-0.112056594757055,1.88370197110273
8606,263,15179.3174612273,15298.9926287137,13541.4169040882,706.257654167516,13541.4169040882,16531.5901641766,-0.396311333965426,2.80097720922163
8692,1127,2003.58502319981,1995.5337606974,1287.10897727403,305.534802754399,1287.10897727403,2676.64953310872,0.00984923986536755,1.86325442696002
8694,1950,10342.6304961076,10399.0788273935,5412.52953689136,1133.99602508932,5412.52953689136,12392.5049627042,-1.43621278426436,7.88349880446627
8717,1602,12044.8938384647,11200.6488891365,2841.42052836024,5264.95996031376,2841.42052836024,23028.8093539792,0.149913445939442,1.8273486405044
8762,4864,233022.637925441,240528.633458075,90781.384511855,62432.4471533517,90781.384511855,413009.49140495,-0.142811037074178,3.01802388289282
8789,633,21392.0522909266,21373.7518691517,19496.0580497093,833.848841608739,19496.0580497093,22830.0307598563,-0.363203395558774,2.34298594183949
8810,3267,31424.3813454851,28457.6993725725,20871.3774874415,7432.71197188925,20871.3774874415,50256.1147243351,1.00235955019595,2.93664203663762
8818,764,5759.85665678497,5745.97710496213,4465.43611814229,701.637135260503,4465.43611814229,7241.87285369129,-0.0727283583509425,1.7952610481211
8823,711,8180.89327891612,8552.16954398295,4274.73325659346,1865.03545914142,4274.73325659346,11943.9312140284,-0.266607103938262,1.93057968817652
8870,1529,6173.73418324663,5985.17550393409,4910.08107750693,989.117770036273,4910.08107750693,11713.2362058741,1.58014550924716,6.38124939622687
8902,903,3685.35733822851,3727.35583178716,2714.12711773444,380.852791378848,2714.12711773444,4460.50998474695,-0.209468055556714,1.96245601250135
8972,4676,36791.5829060402,30029.4160994495,16942.8633444421,15243.094647859,16942.8633444421,79119.0790348254,1.11565949860314,3.07176919109047
9063,1185,7273.3138472691,7660.30906153001,4325.35759440222,1419.6642661655,4325.35759440222,9540.72423533176,-0.211658130930761,1.69804864390403
9135,4596,50161.2695603637,54378.6692164261,11515.6517346772,24304.9131948954,11515.6517346772,96927.0114674566,-0.222099749103826,1.65126242885272
9155,837,6502.06878750974,6337.55430280207,4926.8399460494,1120.15993784901,4926.8399460494,9738.52064523438,0.926757265890156,3.14718773882829
9203,2322,9176.66973138461,9249.88690534203,3966.19850087818,2915.45075203427,3966.19850087818,15868.7066066258,0.0440394658033457,1.84051970600168
9215,814,26429.3560793218,26725.8510356183,7720.15704186634,7076.20895131194,7720.15704186634,40886.1822441,-0.844931518175262,3.98746226303384
9299,4868,6719.73728916545,6254.83579671827,3477.48169345593,2045.80102142589,3477.48169345593,10322.7017405944,0.173534675927684,1.6663178501978
9302,1537,2545.62324286137,2409.34477737946,1130.44066799723,1053.70387674201,1130.44066799723,4920.25610579773,0.49347585520027,1.94157151780502
9359,3343,18003.2589083252,16734.1434608569,11363.4648731465,4651.24552168275,11363.4648731465,35031.0651036498,1.55264700198441,5.29816961975693
9411,352,5464.60462376477,5381.63493032651,4640.0386257921,832.475232454816,4640.0386257921,15596.7268799979,6.21713499152299,66.2460772089668
9445,1654,8615.87224225382,8420.84122373322,7107.83220819922,814.439763529452,7107.83220819922,10963.7633788,1.08776895764431,4.06281458632719
9465,720,75731.9008596075,76624.5748350825,44235.4027067927,22448.4557639843,44235.4027067927,142405.011133422,0.75081992213572,3.12144135938058
9466,568,1993.67106644289,2008.76363177747,1620.87611583737,120.126307949062,1620.87611583737,2276.04873241561,-0.812484599600065,3.86246113264903
9555,4798,8309.56461825731,6995.43675039254,2370.50273175052,3114.53946632049,2370.50273175052,15665.380619309,0.54574311584159,2.14665705053881
9611,2355,5687.3668651696,5687.64614506495,3213.87711088495,1507.02359169353,3213.87711088495,10428.2773546057,1.13454589641007,4.18317427161243
9613,1330,5050.98743768732,4976.64875569702,4912.59685289182,446.085640650727,4199.53893674691,6283.220837363,0.47461401067939,2.53742842712953
9667,4795,21223.2607683382,11575.6371841476,4982.44652774636,17587.9230238014,4982.44652774636,78434.648097739,1.26983197297589,3.59644147360489
9774,1559,5861.99258092543,5698.78642432798,5799.97701406436,772.808080872765,4271.5721115704,7765.17030842035,0.589395721397301,2.67165200124514
9783,1168,86527.0024179941,86737.5572986233,80543.1521112268,2638.32111830949,80543.1521112268,92346.6797736301,-0.0794519735727655,2.49267944581796
9815,2215,3998.87104103928,3968.68256998943,2905.42941802377,575.634504173806,2905.42941802377,5626.53379659589,0.364148922503598,2.52927105992588
9818,4850,149105.088317783,132812.94914664,58006.8274921755,51338.7806462088,58006.8274921755,371286.642213412,1.48581247728471,5.03036899703715
9846,292,32173.5495134219,32750.2338071937,27365.7842005801,1855.99364769155,27365.7842005801,34738.1735742612,-0.781327259336361,2.59288713280781
9850,676,43165.7123053612,43213.5654000204,37842.5367155901,2854.90327251719,37842.5367155901,49990.598728766,0.250833451554307,2.19614157809901
9882,3062,17277.172363728,16339.7829281785,9746.5713729363,4529.18521908146,9746.5713729363,38741.5926641177,2.27397033158272,9.40084219153996
10002,1578,2361.79513138678,2523.07163017004,1116.21984741626,956.929133874561,1116.21984741626,4368.66808929635,0.202320531752968,1.53041776215491
10016,1622,5407.01021530165,5304.84684568383,2874.61599351731,849.052537317486,2874.61599351731,7411.3022558638,-0.114076418868274,2.88685097663992
10121,462,76798.4334605327,76073.2902536966,67568.7417810064,6739.50400166637,67568.7417810064,90791.7050919128,0.557668657316519,2.53556169871169
10156,836,11357.9730055467,11529.6687789345,5887.08580820441,3079.90134452298,5887.08580820441,16572.3736891617,-0.308912683729755,2.01419011593845
10187,2066,144410.93322733,151092.046978071,99982.7715664453,24116.8552020159,99982.7715664453,179173.638887338,-0.509946477973102,1.91603068116613
10190,2748,10041.2457254339,8218.96667221865,4720.8838445975,4396.99432312182,4720.8838445975,20492.702446721,0.783514332447325,2.26854218396826
10247,1911,23656.3295763154,23755.219889976,16364.630002009,2731.22128332101,16364.630002009,30199.9591617358,-0.200347350235792,2.4992290112594
10277,2791,6729.12041810534,6692.82189019839,4813.65577539171,762.118722373564,4813.65577539171,9061.99931351368,0.530927769114862,3.50597617833999
10332,2444,4163.93371133715,3833.52310383681,1858.33072899659,1363.43895876349,1858.33072899659,7256.72825157722,0.27650084901892,1.89717970430292
10385,616,30072.9370113009,29610.3761861162,16103.9270949739,6052.45667299594,16103.9270949739,45452.5554821538,0.073097568368586,2.62805658883861
10405,1924,5437.37751225578,4485.68870251637,1154.29833408642,3340.55676441368,1154.29833408642,13290.3988430448,0.674984203642288,2.37576400996145
10411,2084,7110.16672842294,7131.14210061214,4365.26592456192,1879.34765533412,4365.26592456192,12105.1463828513,0.588546165096609,2.64230719076543
10443,771,3088.06695409542,3042.38965131118,2115.55986290193,454.025033954575,2115.55986290193,3986.15756392647,-0.117806548633104,2.19573816832361
10466,1483,6648.34952046627,6349.89168552104,3789.93700212606,1855.13898677702,3789.93700212606,12510.2465234608,0.874417718849015,3.00991863986459
