gvkey,GroupCount,mean_mcap,median_mcap,mode_mcap,std_mcap,min_mcap,max_mcap,skewness_mcap,kurtosis_mcap
20067,3728,7631.24031596649,7760.08638,7667.60994,2634.71745648027,1724.91528,13090.311,-0.0809802726409218,2.2405605001787
20779,3553,146365.435723125,142056.77583,111065.01842,38451.4413928263,75517.54005,250695.4946,0.519877231518393,2.60687259041731
21487,1032,1626.06043697684,1126.319325,235.161,1239.71155958571,212.47975,4973.29016,0.905070831644879,2.7686451016758
22260,2588,20539.865097473,20046.51144,15699.104,5834.07217607642,8827.18254,39281.77401,0.651626345367751,3.70036580661985
23220,317,2877.41450990536,2697.35175,2411.456,529.306086429333,2043.39633,3918.97515,0.445427150376381,1.89976395092425
23667,852,56657.5317842937,56807.37920025,50369.758276,4852.09617289784,44766.48575,68686.340725,-0.226488424844364,2.84097016104458
23671,4871,53995.0616730061,36943.60809,9886.68384,34889.0295930494,6328.97564,203593.488,1.03111102250776,3.58061216244438
23714,754,2858.19308107427,3072.66058,3513.07803,708.9859842621,1058.58045,3963.1376,-0.999746826295349,2.93259944061953
23809,3151,10052.4242807236,8037.226,6422.565,4129.14999360251,4310.34114,22280.01459,1.19328414410758,3.21824763023458
23877,1083,6613.00119357341,8055.39525,2772.72844,2783.53043372023,1189.31788,9949.29536,-0.58528630127844,1.69854821289469
23978,4493,5005.31156297755,4004.96384,1136.54898,3496.78657418246,834.2103,22596.37944,1.90086064802633,7.53884723429556
23988,722,1109.84412987535,1047.85353,889.5825,286.369611836583,614.84651,1802.03625,0.313608860566638,1.77985620204873
24032,812,1036.92630296798,1032.06987,1181.93617,177.916164102528,718.19664,1752.59284,0.41146754607327,3.1522738790258
24216,1886,9876.53075889714,9937.44613,14623.26545,3310.16959955927,1313.38482,20734.96275,-0.0753968390384852,3.02234565316858
24287,1970,5960.28318563411,7603.6542,188.55365,3468.80718857263,188.55365,10153.38224,-0.662295709550595,1.74814480720327
24318,332,7330.74084253012,7446.94292,5811.20958,802.85788547574,5468.67288,8741.7009,-0.519319783524152,2.2632817588687
24370,1793,9259.91060730991,10001.3763556926,1200.08526011561,4541.70207785293,1200.08526011561,19704.7065830134,-0.178970478843374,2.00407057970446
24625,4225,125463.000034924,126010.62573,118209.39732,34808.1102921748,48378.2464,215892.15588,-0.228997215213254,2.77160906479542
24678,1251,658.972429848121,699.1914,726.988,185.47507847789,205.46612,975.72987,-0.457068842441921,2.18889904227783
24731,2336,7611.16074163138,7753.083,3267.59375,2500.59792899749,2093.49884,13465.38599,-0.113914891420112,2.1186034899277
25021,337,881.691278694362,796.68992,440.5144,423.36373166536,402.68762,1837.70769,1.08260059642534,2.90137722098309
25056,788,75288.3327901515,77025.436335,65576.181,7901.08503842879,51749.37934,91210.27608,-0.789681351660273,3.08429221786523
25119,2016,4549.27618023313,4799.5744,3307.0455,1173.32858774867,1171.05973,7040.53476,-0.398261906777606,2.3351656083835
25124,2743,19131.6717613489,18309.52989,13647.27,8131.89555167105,6024.9571,34788.30783,0.185758307534817,1.78176422881359
25157,2202,20569.3701840327,24478.06313,4537.96353,11981.3526668501,1559.49891,40971.4083,-0.135888851606452,1.49699378560767
25180,1080,3003.2171380463,2467.95684,1479.8058,1431.66125375696,1225.25,6482.3863,0.861008663237283,2.47599539362136
25279,3763,17963.1479589184,17443.3435,9264.73964,7564.2498788775,6008.45797,38165.13558,0.412546523654336,2.22110369647041
25283,2786,16296.4926310889,16209.70613,8859.56313,3872.07522754576,7607.83386,26132.00825,0.313586267444348,2.37200291044932
25340,1622,6297.79004157213,6286.641945,4056.88888,2851.11896932509,1374.08306,13149.73181,0.426018311705354,2.087129757304
25356,1105,16164.7050935898,14815.37033,9043.12849,5329.18403469219,8081.52579,29286.56752,0.849692471094665,2.81311348360317
25389,1345,835.409959048327,824.76603,703.39446,290.872793464164,198.66218,1642.24833,0.178840213325488,2.58163710900289
25495,897,2502.13821140468,2075.47728,2696.24328,1075.16917952452,1016.99622,4830.2224,0.612939463538266,2.02373893086486
25627,2854,10853.7548157169,8400.4267,7186.8054,6289.88403628719,3637.424,26831.9748,1.07831948077998,2.91197716435044
25648,4751,77543.3554949171,66126.023355,11280,39529.131245188,112,187351.8902016,1.19447006248978,4.24808161541511
25714,1512,17762.6186482407,17917.647,18185.57,2773.57705748355,8379.84384,23875.97,-0.595419157622716,3.34216988008926
25751,1348,709.066842767062,727.86928,455.23336,136.3913188036,431.85952,993.64052,-0.373271570340627,1.97600061176734
25895,1987,2552.5068459235,2118.4152,261.21928,1981.22013072421,61.93033,5359.84137,-0.00722944155761325,1.13665661350086
26061,611,8226.54977502772,8285.37641,9245.85856,1473.57463619045,4856.99291,11232.89994,-0.290371097922986,2.61644834237877
27780,1826,4037.2227941869,4157.01309,577.3392,1987.19794175346,184.92188,8606.78626,0.0227953022640038,2.41269918782697
27786,2229,13989.6806058064,14780.83286,4596.60136,7111.33986866174,47.5256655,38552.3685,0.0199313984041529,3.22382329320508
27914,3304,9421.88059003631,8514.205895,2176.1913,5796.45708734842,1434.40472,32190.93252,0.980884107621532,4.14256738175892
28139,698,2367.47216868825,1896.93511,178.9081,1753.13036991193,102.2332,7920.21513,0.870702313195963,2.96639276275538
28169,2651,5967.49254683664,4170.06909808633,1207.73922048578,4598.97079589274,1027.21620525816,17723.7642428417,0.624033753245202,1.94146890258082
28191,4861,10979.74810705,8647.10869,5793.61056,7102.07590899668,1175.218,28796.36324,0.912839175381379,2.62344100368883
28194,574,611.123408031359,649.96923,646.0902,165.575896165492,123.75704,875.84896,-1.44020000306781,4.56930999732515
28195,2698,4134.53642118884,4067.80731,4914.4672,1410.88076149871,675.7344,8895.65745,0.434599859368006,4.07076529448964
28216,571,2529.0110574606,2749.33629,1332.36135,992.87877816684,1184.9193,3987.31498,-0.089320145250358,1.23588674106591
28272,2989,69469.846010164,67208.21562,49582.04675,11148.6790895991,43776.7848,141568.28625,0.721200291194289,3.4959904892954
28298,793,127.760648466447,102.188647997591,14.1854147948488,74.6979725086042,14.1854147948488,360.604732900649,0.706225679385138,2.52912062306872
28322,1530,1524.03630460784,1559.84027,1254.19228,299.89052628049,757.7901,2104.86032,-0.3314825327889,2.17650635071448
28349,3520,25623.8388217358,26179.51965,15756.38823,7867.9818988117,7568.91304,41651.77318,-0.029457115592915,2.02195660720539
28520,1439,8656.93384987817,7369.71114,5989.36503,4628.49559406701,1010.68077,21460.69226,0.993934892786389,3.11576825730627
28629,384,3336.82233859375,3590.50816,1801.6934,934.108262478088,1765.348,4558.72725,-0.555077732771208,1.81885117607698
28733,3031,12185.3526936261,11004.84385,7574.7798,4938.00061034875,4563.42274,26173.47949,0.775306044112422,2.5903830181943
28742,3866,5685.53153146081,4507.32173,2447.92744,3809.0969506405,960.19786,15404.55036,0.760081063059208,2.52773408917647
28838,2256,51597.94354377,49922.00504,41834.60907,16946.115344651,21377.42936,96052.045253,0.450482428691173,2.62768751090069
28883,2173,4707.8514035665,4393.7605,2874.60276,1798.62497274886,1567.30854,8017.1082,0.0772529664676525,1.60110054466374
28919,340,2906.57967881,2957.80643015,2957.80875,288.998848215247,1861.91346,3360.07074,-1.14559404971588,4.51682366314685
28930,4871,18590.0149439902,13851.33743,8866.12578,11907.9558473657,4360.28398,53954.34219,1.3776645310821,3.6343571229546
29011,3423,2102.7939049518,1683.03356,577.54863,1337.10085832474,265.19828,5046.085,0.453284254746508,1.81904217769411
29028,1976,26909.2254017818,25082.655155,19194.9618,7167.43178880993,12876.43475,46534.60344,1.04575466219172,3.27200542533395
29039,2648,606811.537815743,615474.4791,772229.31929,145861.542873133,210273.50904,924416.91559,-0.400330375498336,2.68102994784503
29099,1481,3930.76989235268,3875.36015,2617.45464,995.95296597482,1653.82474,6532.28022,0.269118550377361,2.31596957378915
29173,1568,5565.1900231824,5703.3375,4134.96688,1451.51122669091,2065.6669,9104.90676,-0.24614455934471,2.6562118951367
29353,1643,2470.44909900791,2396.59046,648.03575,1287.47476828117,589.35492,6214.6032,0.69273269182437,2.93778174713112
29389,4809,32214.8317272624,26610.70124,4715.05664,18930.1996767598,4252.6764,72617.0996203,0.143477960154839,1.56749431533016
29392,3546,6000.83431799774,4772.48939,3007.095,3249.86059061898,1305.846,13633.6398,0.891582996805154,2.45268889060846
29511,3303,2407.42130456176,2499.9923,1482.50068,916.637635948159,498.8999,5323.6176,0.369966646175772,3.31257668502913
29710,2415,3590.70880778054,3229.89179,2252.48997,1508.60954763895,806.7082,6594.805,0.220033250905667,1.71188386037417
29733,1718,3772.87228778813,3754.33521,2014.65411,1181.37928255526,1648.45271,7193.31494,0.394808255851315,2.78998226648578
29755,2162,880.692986864662,470.10281,39.64654,843.544646451464,9.8135,3376.43683,1.05940918492285,2.7954352813023
29804,391,8230.14123820972,8861.9289,4427.132,2467.25724833382,3598.75518,13620.864,-0.127079998586534,1.85608916827905
29830,1705,1012.34188814663,999.49544,577.3842,500.12097285247,352.59227,2163.3392,0.535005870263957,2.03599486290938
29850,1196,91297.8828224582,84687.91853,99659.9305,44872.7845610545,28625.46666,215954.43064,0.637031158017661,2.41231839724572
29875,2863,9500.63925336186,7928.4816,3359.0575,5579.48567776443,2418.60801,23885.204,0.834996906523137,2.67357542968011
29968,1481,2271.17867091749,1614.62421,657.6592,1779.30629255936,432.64192,8164.55468,1.54266565572116,4.60435981475057
29984,1047,18406.5411572541,19007.2456,19111.87264,2768.49851311134,10838.20143,23564.48157,-0.60616630118093,2.50950805308714
30024,340,9778.61270936867,9710.42821506414,7603.1901742831,1062.81343612038,7603.1901742831,12848.1354072934,0.522624932803869,3.27187146108828
30098,3918,2877.37502869576,2031.520315,313.1165,2803.52248200043,227.73354,16161.03625,1.94434600894754,7.86570109589128
30170,1002,6924.70033451597,6992.50125,5422.7472,1778.506875721,2963.47296,10363.33592,0.00818830134048203,1.72357163364645
30298,1411,1765.00153516655,1719.93249,1234.0263,352.813245948526,991.00953,2639.10645,0.153993504843011,1.96722854169918
30354,1558,3466.3131377086,3515.56576,1963.16,669.306631057378,1269.18294,4901.17374,-0.63959337758396,3.31975916660698
30384,1773,1315.09881996898,1479.24758,1700.256,660.205737475632,144.79443,2468.42536,-0.19611217810673,1.76547234327529
30452,3824,30380.1512426395,32064.021395,13476.7293,9882.2817566917,3382.26812,51569.1996,-0.475653959788577,2.57928575035401
30495,383,1077.26028308094,1303.7472,88.781,533.741174897123,46.23048,1753.1028,-0.946825742228775,2.53805055863945
30501,1512,15820.9205428571,15191.82816,13371.64272,4016.06107212966,8790.18112,26717.3568,0.587875111374197,2.5675682530537
30538,942,156993.457995186,160430.4286775,154192.994,42384.5752811226,76366.540805,238178.9652,-0.173437887745848,2.18842086812459
30580,2795,38338.0637591234,39009.05225,32978.9691,8917.47138495392,16672.44924,59916.129,-0.261462675430642,2.64483516039499
30637,2359,2344.49840265367,2394.00046,1704.05334,534.624684462483,938.77575,3738.36528,-0.00522384581343232,2.36953444041785
30806,2092,6587.74139516731,6414.5673,6093.285,1943.05130960988,3125.8058,12158.87325,0.489543635128476,2.69805113280144
30807,3570,4356.06441561568,4197.649872,2912.4704,1486.96150720047,1640.53695,8276.9348,0.485505031567984,2.47007124884265
30821,2009,159444.652062726,158670.8436,136826.45812,35200.6870214528,59338.55928,281532.12054,0.117535459933084,4.17078692807423
30874,3162,10455.9965100569,9921.55362,6971.72904,2897.77529733735,4426.8192,18174.00084,0.354262564250766,2.17119321746456
30923,903,10453.8668188372,11165.72996,10279.31814,3970.17735721174,2241.70947,16231.7292,-0.749086536751334,2.3527385263583
30990,1743,17855.2184227969,17229.00988,25757.946,7371.20103610402,5558.3136,36448.89992,0.423791463205086,2.32402268664958
31137,895,98307.4534269911,96428.258615,83618.143931,16734.6739518719,64368.591565,140484.945308,0.331452511780512,2.30769901608225
31142,4837,13927.7203953144,13877.81024,7548.5424,7167.34547508061,3450.06353,38234.4144,0.693453084055961,2.75646515831581
31673,1789,7610.54369044159,7527.66105,6666.3,1538.99769171286,4286.88,11805.06567,0.150405965734058,2.14931055990637
31846,3041,5470.23739078264,5729.87592,3181.1724,1475.90912418868,1878.3365,9488.77479,0.143417565089687,2.49466020824034
60800,447,511.371948941834,565.83603,52.08,216.874874609252,42.20307,872.655,-0.784730636083844,2.69754335273596
60894,1064,7921.28180153196,8159.508715,5551.702,2181.93561751382,3661.54356,12408.34728,-0.033754829764613,1.77629206403768
60900,407,4464.7183936855,4225.85344,2397.06678,1691.54436988885,1746.16614,7517.80554,0.0905762599334139,1.53795642977446
61067,2261,19087.9376854489,19056.9423,18026.10414,3337.04607884022,10869.01288,27139.20012,-0.103793166298477,2.6994845020801
63120,3662,113843.682350899,116951.7849965,82698.833682,30231.126804272,30397.2562,196120.642228361,0.182589488961566,2.86921196167141
63477,4856,97689.5558810771,99916.815359,13590.896,33162.2065422456,12247.542,186847.430525,-0.262749472432246,3.00601179134471
63501,573,2855.4899847637,1841.74656,642.41622,2743.75370685217,338.5940274,11497.264,1.77531644951249,5.12316298712996
63546,3054,16391.3029405344,14838.790329,0,9418.4521991444,0,36966.531333,0.579533362171878,1.9227735061426
63605,1800,3170.87240562756,1993.50864,119.57022,2529.03665512448,94.029,13066.025,1.16331880194052,3.58677190824415
63892,1394,16100.3832777303,14645.33646,7742.52,6573.01895735242,6697.66038,38009.1797,1.05272503667505,3.60898269753278
63914,669,5662.14168183857,5025.124,2390.346,3463.81758899937,2149.89281,14721.856,0.79889515377316,2.43209129789023
64030,1334,3236.71891901162,3078.88822,3053.64387,1461.37722865201,950.24916,7682.19697,0.801268073529812,3.19718426410154
64166,1759,9347.30244903184,9288.8,9063.20988,808.544422281246,7284.32172,11476.80507,-0.0281584840854008,2.88465172600214
64690,326,4468.66961361963,4561.51554,4527.19322,457.064772381829,3155.21136,5295.72564,-0.835132429480916,3.12629995314779
64891,1909,3161.37789829754,3279.67976,1388.352,1373.31468334713,738.49176,6207.2571,0.0605549546092166,2.04086175094618
64910,3943,133404.643509329,128117.778444,111890.0628,36259.6369753382,60260.104629,260491.76712,1.00327198894526,3.93349406352202
64925,1157,9882.11885710459,10567.56186,6598.84624,2690.48946060695,3818.66634,15363.648,-0.280379177107828,2.04337476405483
65248,1348,17102.1196343694,5904.288,131.37375,28318.6268118075,108.0545,113002.46496,1.8410372092505,5.11210627796522
65350,1552,353.92392685625,73.122,41.784,437.862976145941,0,1587.792,1.23880218080864,3.27781437141864
65399,2367,1238.987111673,1289.50522,424.71,515.763590317748,380.3085,2633.63305,0.11193268347326,2.01816445532641
65417,3456,19459.9686188976,16466.28002,13577.35185,9283.6959789639,5611.95016,41026.20688,0.450965012620334,1.88031841347405
65459,249,367.775775100402,345.18022,280.9636,116.927844009769,210.98776,639.65806,0.873707994625361,2.77698932014964
65590,1102,211.200152504537,202.771485,151.37846,90.4948684865633,37.24868,470.17208,0.368507706252612,2.95728354325139
65662,3553,1052119.09570858,1026582.58028,985473.4322,213943.990268628,487108.0606,2074123.72018,0.998663223913324,5.69094487588045
66016,1359,2362.63119653422,2268.99,1684.1664,561.666146379566,1341.6548,3771.99375,0.480318403869004,2.32811651382282
66065,888,1834.60343405405,1870.956505,1549.0757,727.666485228786,181.80606,2963.18347,-0.585784743223989,2.59685806680888
66290,861,985.114234134727,997.67381,532.39065,445.021566997862,298.44896,1686.42054,-0.113655571659545,1.49832671225023
100075,1131,20187.0580620855,20358.31917,15062.3412,4048.0948454854,13113.48565,30572.41989,0.456046205760926,2.53794032930446
100080,4815,51840.4393384804,44620.460184,15921.4556,33192.7942901624,8209.04408,128568.086404,0.65095880821035,2.18137287487841
100103,4556,8130.69298350066,7385.853033,9363.458286,2832.49850393146,2898.6336,17508.72278,0.812933853971733,3.14006301546642
100135,271,22218.8230657491,22287.331794,21720.015356,3988.7936483491,15314.263357,31486.133576,0.376244362321004,2.72124423525784
100165,1339,26368.5536514482,22434.77049,19370.585,9891.44562079794,7975.99285,50138.4898,0.589539669637933,2.39344650778962
100245,1412,4612.66051932146,4191.904835,2374.8473,2375.95988229976,1777.13523,11455.1458,1.16676216956323,3.43095299363072
100424,1898,21371.5231259115,17361.52066,11127.952,11052.588154866,9491.5135,46020.897,0.726895421450489,2.02475646864113
100572,4872,10951.16561704,10007.8739,9711.218,3347.42538166085,3927.5541,20737.418,0.369109364923741,2.15264789122861
100581,2106,11635.8685395071,11314.944179,14533.033797,2230.6286449814,1017.447323,17946.561984,0.379038554903985,2.48592535352454
100590,1965,26751.1610228407,25242.203332,22442.405404,7026.78702226397,12738.366,41694.837,0.128377701265859,2.02014558675031
100609,3837,12181.5700661577,10196.77225,8699.060964,7182.37819995402,1158.634758,44067.721992,1.070544387398,4.96860662791328
100699,4248,9869.40443039572,9509.25805,1457.757746,6716.61289352157,1127.126789,22769.35,0.198816876206162,1.50560313332603
100737,1342,64284.6584261388,47314.3074149479,16059.6107630753,43416.2919505806,16059.6107630753,403751.886336,1.1545429062128,5.76364809637088
100760,2542,19739.1934161444,20251.548935,8411.655105,4966.286218454,7106.11335,31336.160838,-0.28180661092271,2.81893035708602
100781,572,6646.65737970804,6540.58961,6440.11845,1049.33456844429,4036.88514,9362.39997,0.0480144575991971,2.73812181180646
100953,3320,32974.9873074063,28987.391185,6593.43174,18238.7589037211,5939.38542,82320.695745,0.484049303605166,2.36770034306431
101020,4789,7202.92918690367,7315.362463,8767.18404,2253.20227890127,2170.90837,13084.40223,0.0502292862149384,2.1248796062892
101202,1824,6490.30023791995,6610.4952585,4120.144872,1186.89337117899,3677.801112,8858.933714,-0.285109030781813,2.32716118267986
101204,1462,59001.6419851231,57919.29068,44754.45345,8087.47258586086,42473.6235,75817.64329,0.0555696159660775,1.83430442227233
101292,2044,6121.34175512446,6162.223275,6172.8388,1667.05041817327,2348.754,9814.4956,-0.119671646053474,2.2585467662896
101310,2681,170208.47412335,152269.97579,132144.9123,47809.0729609163,89777.43708,285503.3615,0.689324622492465,2.38173858502181
101352,1691,7404.756585666,7325.07276,2559.2204,3081.49649723297,2177.1985912,15162.24444,0.153591078037218,2.02580734479869
101361,4837,8846.33027549907,6971.022252,5746.609395,4892.67073195993,1384.23195,24607.726776,1.21543921140093,3.6732353108356
101475,475,8617.275196472,10297.5117,5026.70544,3932.61539084821,2414.361198,14543.79396,-0.21521320758141,1.41442624325529
101718,4854,10353.3408157146,9700.7169065,7801.4766,3714.0488973238,3003.34672,28422.509472,1.01142743281561,4.4029609182019
102089,1238,6627.0726705567,5377.46419,4500.3226,2645.15423088536,3212.2242,12820.67612,0.744861333424606,2.17854654197995
102345,4330,3687.322084773,3045.5825,1764.45045,2489.09672878111,721.6704,10065.030265,0.447854250498518,1.84150859469982
102422,3736,2458.76871140557,2376.66181,1516.0488,891.554067161583,565.940413,4692.98336,0.166552435361489,2.22814410004939
102523,4331,3185.13685205218,2099.0696,1359.83727,2228.03428742898,406.84842,9544.101968,1.03322589716644,2.92643882226493
102704,1280,14639.2591384019,11230.679925,10172.5765,5763.22795898784,8613.74241,28003.158848,0.948902856412603,2.31567668667541
103124,2774,91545.5448583469,65853.34483,44197.2,79282.4273661388,12404.9382,349176.40534,1.61421335622692,4.74716344677368
103342,572,22631.6320908444,22477.9855905,20699.781831,1619.8864213251,18916.12856,26700.172402,0.24731287957653,2.31909403246262
103487,925,56772.9796155243,58911.222,54411.6552,11102.3571156086,15720.10398,74587.9544,-1.6355437030985,6.64233372347295
104598,4801,5840.64737079254,5430.87823,4264.31617,2777.62720621795,1287.5528,17079.06143,0.820017423474978,3.58219300545974
104833,487,9983.01547054004,10461.9462,7170.29415,2158.35144908995,6111.94815,13729.031505,-0.192126830685776,1.69723533966367
105089,3517,116105.630742425,103412.0893,60247.0908,58435.7683150535,24674.0598,319890.54266,1.18579761109002,3.90312381648247
105222,774,5077.21709870522,6037.46205186871,650.008773322747,2268.01123950819,650.008773322747,8066.88192419825,-0.931531918731759,2.3460865974139
105365,1354,11853.6916000103,12910.562375,3363.99584,4962.74391306886,2483.48022,19037.25978,-0.655308858797556,2.03612009465077
105448,300,13742.8468769644,13656.1639500504,8606.47815452092,2611.03433968469,8606.47815452092,19569.444835046,0.130209106658185,2.16374362001934
